1537,16,Kabupaten Pandeglang,3601,2,-6.314835,106.103897,1
1538.0,16.0,Kabupaten Lebak,3602.0,2.0,-6.5643956E7,1.062522143E9,1.0
1539.0,16.0,Kabupaten Tangerang,3603.0,2.0,-6.1783056E7,1.066318889E9,1.0
1540.0,16.0,Kabupaten Serang,3604.0,2.0,-612009.0,1.06150299E8,1.0
1541.0,16.0,Kota Tangerang,3671.0,2.0,-6.1783056E7,1.066318889E9,1.0
1542.0,16.0,Kota Cilegon,3672.0,2.0,-6.0169825E7,1.06040506E8,1.0
1543.0,16.0,Kota Serang,3673.0,2.0,-612009.0,1.06150299E8,1.0
